unstop_id,full_name,college_email,college_name,city,registration_time,weekly_challenge_id,utm_source,utm_campaign,browser_fingerprint
UN-00680,Hemantkumar calm,hemantkumar.calm@srm.ac.in,SRM,Kachchh,2024-01-01T05:01:19Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,f878a44b-245e-98a9-28b0-9539f3cd65d5
UN-00681,Jhorna Mahanti,jhorna.mahanti@iitk.ac.in,IITK,North Twenty Four Parganas,2024-01-02T11:10:57Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,6c91360e-aef8-4be1-f148-3d0f657f84fd
UN-00682,Aspiya Muthulakshmi,aspiya.muthulakshmi@nit-trichy.ac.in,NIT-TRICHY,Salem,2024-01-01T05:00:33Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,072007cc-4fe1-e54b-c1e5-a024f0c8dd96
UN-00683,Shyam imagination,shyam.imagination@dtu.ac.in,DTU,Patna,2024-01-01T07:27:06Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,f5a532ab-a599-0d34-ddaf-c24b97523583
UN-00684,Dinesh expertise,dinesh.expertise@iitb.ac.in,IITB,Vidisha,2024-01-01T04:21:26Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,cf1976c5-0869-2e83-16cb-615f6505363a
UN-00685,Kobita Shukla,kobita.shukla@iitd.ac.in,IITD,Dakshin Dinajpur,2024-01-01T05:54:49Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,ad9d5851-c36b-bb02-da9f-4fac82d61485
UN-00686,Gurdeep warm‑hearted,gurdeep.warmhearted@nit-trichy.ac.in,NIT-TRICHY,Jalandhar,2024-01-01T12:11:02Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,b62ded16-1015-a8fd-298e-3139ba6ed007
UN-00687,Najma Khatun,najma.khatun@iitb.ac.in,IITB,Meerut,2024-01-01T04:59:28Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,1c1701d9-8c22-7145-84b3-9d88b5c76588
UN-00688,At 39,at.39@srm.ac.in,SRM,Chhatarpur,2024-01-01T06:05:26Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,896b478f-57d7-8690-1d82-a458c1a5e803
UN-00689,At 30,at.30@iitb.ac.in,IITB,Kapurthala,2024-01-02T07:09:24Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,6292d01c-a8f0-5e8a-975b-057e003fc052
UN-00690,Vaishali planning,vaishali.planning@vit.ac.in,VIT,Satara,2024-01-01T03:43:38Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,6bdcc6b3-858b-04af-2fed-aaa73d4351cf
UN-00691,Sivakumar detail‑oriented,sivakumar.detailoriented@dtu.ac.in,DTU,Thiruvallur,2024-01-01T03:51:20Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,b3e8ddac-ca04-6a94-26c3-6f46eee02a7f
UN-00692,Chandni Jaganti,chandni.jaganti@nit-trichy.ac.in,NIT-TRICHY,Bara Banki,2024-01-01T07:02:53Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,30593ba4-33c6-de1a-a97a-d61315fcac29
UN-00693,Bhagya curious,bhagya.curious@vit.ac.in,VIT,Krishnagiri,2024-01-01T03:52:40Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,db57a365-3892-a783-ecb2-604a83ec3014
UN-00694,Seema art,seema.art@iitk.ac.in,IITK,Rajnandgaon,2024-01-01T10:51:53Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,3b04236e-95bf-a6f2-4e4d-60329d1beb00
UN-00695,Kalpanabai compassion,kalpanabai.compassion@manipal.ac.in,MANIPAL,Buldana,2024-01-01T14:32:49Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,1a1a984d-a107-c6e9-03f9-2ed4f662d2f0
UN-00696,Chunno curious,chunno.curious@bits-pilani.ac.in,BITS-PILANI,Chitrakoot,2024-01-02T04:19:08Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,8f9e0343-b6db-eadf-92b8-8a8942e2320f
UN-00697,Konokchandra practical,konokchandra.practical@vit.ac.in,VIT,Barpeta,2024-01-01T02:26:10Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,ce9dbcc4-9207-022b-6228-6daa7992a419
UN-00698,Jyothi Atluri,jyothi.atluri@srm.ac.in,SRM,Prakasam,2024-01-01T06:34:59Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,f3fa646e-2b0c-815e-31ac-5d1edd4d9680
UN-00699,Dharmendra talkative,dharmendra.talkative@dtu.ac.in,DTU,Pratapgarh,2024-01-01T04:21:31Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,c4dc9852-3b22-b980-e447-7ca0e332d081
UN-00700,Prayag Kumar,prayag.kumar@iiit-hyd.ac.in,IIIT-HYD,Saharsa,2024-01-02T15:13:21Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,e67357e9-b04c-aabb-bf8a-f236f783ddbf
UN-00701,Meena Bai,meena.bai@iiit-hyd.ac.in,IIIT-HYD,Shahid Bhagat Singh Nagar,2024-01-02T03:03:09Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,192c1111-87a3-de85-4b38-eedbe88d6275
UN-00702,Ayushi spirit,ayushi.spirit@manipal.ac.in,MANIPAL,Ujjain,2024-01-02T02:56:32Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a153168b-463b-47b2-c390-98fcb1a79f27
UN-00703,Pappu innovations,pappu.innovations@dtu.ac.in,DTU,Gwalior,2024-01-02T14:38:58Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,8ca65d05-ddc0-8a3a-6088-3bcb682dd7bc
UN-00704,A craftsperson,a.craftsperson@iiit-hyd.ac.in,IIIT-HYD,Mayurbhanj,2024-01-01T14:34:26Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,fd4a36d2-b3ed-db11-1752-4844accca4f7
UN-00705,Hachina Khatun,hachina.khatun@srm.ac.in,SRM,Murshidabad,2024-01-01T06:57:14Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,5696b184-bdc1-bc69-3b6a-0a7b1b2cbe68
UN-00706,Sura Yadav,sura.yadav@iitd.ac.in,IITD,Giridih,2024-01-01T01:33:41Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,5eabf045-3d41-25b2-bc3f-6e8cebb94eb6
UN-00707,Nirmala calm,nirmala.calm@manipal.ac.in,MANIPAL,Pratapgarh,2024-01-01T11:40:28Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,79fcdbfa-1358-f0c7-b038-22a1850cab40
UN-00708,At 20,at.20@vit.ac.in,VIT,Udaipur,2024-01-02T05:05:51Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,d333fadd-6a4e-939c-438a-4729332f6816
UN-00709,Vijay Kumar,vijay.kumar@manipal.ac.in,MANIPAL,Gorakhpur,2024-01-01T05:37:08Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,21d7d9cb-8bda-a5b3-b014-a77121fff60c
UN-00710,Bandhu budgeting,bandhu.budgeting@iitk.ac.in,IITK,Mumbai Suburban,2024-01-01T12:45:56Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,0bec3bb7-ac99-c273-27ba-6183ecc0e4d5
UN-00711,An organized,an.organized@manipal.ac.in,MANIPAL,Chandrapur,2024-01-02T06:43:14Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,0fe191bb-0d60-1cde-30aa-1793ef80edfd
UN-00712,Maheshbhai spirit,maheshbhai.spirit@dtu.ac.in,DTU,Valsad,2024-01-01T02:14:10Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,21267c42-5f2e-6986-e07a-d12cab8c2ab9
UN-00713,Janabai bright,janabai.bright@nit-trichy.ac.in,NIT-TRICHY,Washim,2024-01-02T12:30:42Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,5896d50b-aeb3-db9d-d208-2bc166b568b4
UN-00714,Inti Nambaru,inti.nambaru@nit-trichy.ac.in,NIT-TRICHY,Adilabad,2024-01-01T05:50:16Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,34f99e40-302d-9666-5d1b-71bf4688fa69
UN-00715,Montu Dat,montu.dat@dtu.ac.in,DTU,Barddhaman,2024-01-02T08:03:15Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,43eac847-5ebf-7804-3f94-c829075741ff
UN-00716,Poonam talkative,poonam.talkative@iiit-hyd.ac.in,IIIT-HYD,Jind,2024-01-01T08:55:31Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,39b38516-efcd-9f44-58a7-2272ecc78f62
UN-00717,Chinna Ots,chinna.ots@iitb.ac.in,IITB,Karimnagar,2024-01-01T11:14:49Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,dff69241-27c3-f64c-0bf8-dded899226ec
UN-00718,Sylvia Lalfakawmi,sylvia.lalfakawmi@iiit-hyd.ac.in,IIIT-HYD,Mamit,2024-01-01T04:30:15Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,23083d7f-7972-22ab-cd7d-64a7f836a6ca
UN-00719,Lakshmi memories.,lakshmi.memories@iitk.ac.in,IITK,Hyderabad,2024-01-01T07:25:32Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,3abf2907-0683-6f0f-3c14-7562ca01a96b
UN-00720,Mahmad reflection,mahmad.reflection@iitb.ac.in,IITB,Dakshina Kannada,2024-01-02T09:45:45Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,535ea73a-5f13-a612-0d8d-03ba86349e74
UN-00721,Binu Joseph,binu.joseph@dtu.ac.in,DTU,Alappuzha,2024-01-01T06:43:07Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,78441004-1d0e-9a4f-7949-8ccbe9e39021
UN-00722,Uttam Kumar,uttam.kumar@srm.ac.in,SRM,Bilaspur,2024-01-01T14:22:26Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,1bb22620-717b-aac2-3dfa-3f40d97253d3
UN-00723,John organized,john.organized@iitb.ac.in,IITB,Viluppuram,2024-01-01T05:03:36Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a8cd0069-be18-5eb6-dbe9-40b9d4410edd
UN-00724,Daulatram Sable,daulatram.sable@iitb.ac.in,IITB,Solapur,2024-01-01T08:27:41Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,b1a47e33-f224-d868-0264-66dea8551b1b
UN-00725,Somanath performances,somanath.performances@iiit-hyd.ac.in,IIIT-HYD,Dakshin Bastar Dantewada,2024-01-01T03:41:12Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,77509615-8425-2ede-1636-481be30e2bf8
UN-00726,Harshita pragmatic,harshita.pragmatic@vit.ac.in,VIT,Ludhiana,2024-01-01T13:56:46Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,166f859b-fbae-821e-04f9-324d38850ca1
UN-00727,Satyaveni budgeting,satyaveni.budgeting@iitd.ac.in,IITD,West Godavari,2024-01-01T13:09:47Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,b543abee-bab3-ee16-2434-3da3fdc4f2b8
UN-00728,Minakshi curious,minakshi.curious@iitk.ac.in,IITK,Kurukshetra,2024-01-02T10:09:14Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,0c498c8e-e95f-59e7-d2f4-0c5d9a2f8b55
UN-00729,Mahida Patel,mahida.patel@dtu.ac.in,DTU,Navsari,2024-01-02T05:50:35Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,ef5415d1-4340-c8b2-c669-22250515c4ea
UN-00730,Sekh Munur,sekh.munur@iitb.ac.in,IITB,Birbhum,2024-01-02T06:15:43Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,27e2409c-ab7c-af69-74ed-1893891fa69b
UN-00731,Utkarsa detail,utkarsa.detail@srm.ac.in,SRM,Mumbai Suburban,2024-01-01T07:25:03Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,eb993ca8-560e-b0e9-b22f-14eaa9eae024
UN-00732,Abdul Khan,abdul.khan@bits-pilani.ac.in,BITS-PILANI,Kushinagar,2024-01-02T07:23:07Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,1e892c92-2dca-726a-3ef9-37e370d82e99
UN-00733,Babita Devi,babita.devi@srm.ac.in,SRM,Ghaziabad,2024-01-01T11:11:58Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,329081cd-fa9d-d028-6bd3-4430d2bdd663
UN-00734,Pushpa Meer,pushpa.meer@nit-trichy.ac.in,NIT-TRICHY,West,2024-01-02T04:18:35Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,9896c6d3-189e-9c84-f862-6156112f56fc
UN-00735,Senthamizh Devi,senthamizh.devi@dtu.ac.in,DTU,Vellore,2024-01-01T13:00:29Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,dfe32fdb-8c4c-d89f-51eb-24c90b6d8b94
UN-00736,For village,for.village@iitk.ac.in,IITK,Kozhikode,2024-01-01T08:25:55Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,aa55d343-d5de-9cab-306e-2726595bddd6
UN-00737,Mohanbhai calm,mohanbhai.calm@iitk.ac.in,IITK,Bhavnagar,2024-01-01T06:48:38Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,fe914eaf-4cc0-93a0-8112-f397e01b42dd
UN-00738,Chitranjan soul,chitranjan.soul@iiit-hyd.ac.in,IIIT-HYD,Bhojpur,2024-01-01T04:16:40Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,4a4db805-e3cf-8f73-3c9c-5510897ef32b
UN-00739,Fatema pragmatic,fatema.pragmatic@nit-trichy.ac.in,NIT-TRICHY,Murshidabad,2024-01-01T13:15:26Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,6916f8af-1524-cb9e-4995-682cc1922a11
UN-00740,Manju Rajawat,manju.rajawat@dtu.ac.in,DTU,Rajsamand,2024-01-01T11:57:25Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,aaff1909-18de-9ce2-075a-4aa913ae6662
UN-00741,Kaja feasts,kaja.feasts@bits-pilani.ac.in,BITS-PILANI,Pudukkottai,2024-01-01T02:44:50Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,e686df29-d8f7-91d4-8097-98fac22b1576
UN-00742,Kalmi Gamit,kalmi.gamit@iitd.ac.in,IITD,Junagadh,2024-01-02T12:06:33Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,38412b02-3324-fd90-0e30-b0e32e9a3e62
UN-00743,Lopa methodical,lopa.methodical@iitk.ac.in,IITK,Khordha,2024-01-02T07:17:59Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,4f5d0208-4d4d-fcb1-1401-4acf8e0c4718
UN-00744,Ahmed Adil,ahmed.adil@bits-pilani.ac.in,BITS-PILANI,Mathura,2024-01-01T06:29:30Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,e1b1c781-ca88-7be0-796a-c0b08dd076b4
UN-00745,Raju tech‑curious,raju.techcurious@dtu.ac.in,DTU,Medak,2024-01-01T03:56:43Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,dc0c74c0-0061-3e20-2df7-87508a2a7f0d
UN-00746,Anu curious,anu.curious@vit.ac.in,VIT,Thiruvananthapuram,2024-01-02T04:21:36Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,70907b8c-a207-284e-58d5-48ecdeba3018
UN-00747,At 45,at.45@iitd.ac.in,IITD,West District,2024-01-02T03:55:25Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,118fd7c8-f6f0-4c60-2813-27295d1f5cc1
UN-00748,Pompa calm,pompa.calm@iitd.ac.in,IITD,Purba Medinipur,2024-01-01T04:29:17Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,1b14e260-98d5-b80a-dbe6-0ea2292ccebe
UN-00749,Venkata eco‑paints,venkata.ecopaints@iitk.ac.in,IITK,East Godavari,2024-01-02T07:16:55Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,1cd936fa-8a99-1b27-6d72-36c4c4d5ae36
UN-00750,Sursati beauty,sursati.beauty@vit.ac.in,VIT,Kanpur Nagar,2024-01-01T15:02:04Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a3c68ae7-f2d7-0b8f-b275-5ea519ea8d02
UN-00751,Motahar relaxed,motahar.relaxed@vit.ac.in,VIT,Barddhaman,2024-01-01T04:08:14Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,d9614cc3-3a28-5f8b-37af-e393ee1e4e10
UN-00752,Shiv pragmatic,shiv.pragmatic@nit-trichy.ac.in,NIT-TRICHY,Shahjahanpur,2024-01-01T06:44:07Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,11982a1c-ac13-2269-fa3d-69a70da8f7cd
UN-00753,Veeramma slip‑ups,veeramma.slipups@vit.ac.in,VIT,Adilabad,2024-01-01T05:10:13Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a0b6a4d7-5cdd-6dda-d5cf-575b50809673
UN-00754,Bisan Kumar,bisan.kumar@dtu.ac.in,DTU,Ratlam,2024-01-01T06:59:36Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,e90d2edf-e42a-120e-6265-d0dec67b2212
UN-00755,Manjula charismatic,manjula.charismatic@iitb.ac.in,IITB,Tumkur,2024-01-02T04:13:42Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,694112d8-12d5-f317-694f-7d3de57d5f3b
UN-00756,Jamal vibrant,jamal.vibrant@nit-trichy.ac.in,NIT-TRICHY,Reasi,2024-01-01T05:02:04Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,b0470fa1-e3b2-0d92-55e3-0d47151430ea
UN-00757,Indra habit,indra.habit@manipal.ac.in,MANIPAL,Ajmer,2024-01-02T02:50:27Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,07e70a44-d9a6-a6c1-ea14-a7b7e947ad9b
UN-00758,Mahendra security.,mahendra.security@iitb.ac.in,IITB,Jhunjhunun,2024-01-01T11:17:42Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,236d97f6-3c1a-e75e-5240-9a808f7ce558
UN-00759,Amar ambitions,amar.ambitions@manipal.ac.in,MANIPAL,Hisar,2024-01-02T05:14:43Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,70f89acb-d000-c49e-8e91-fdd6796bea81
UN-00760,Muhammad savings,muhammad.savings@iitd.ac.in,IITD,Kozhikode,2024-01-01T05:32:38Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,be171227-72d1-3193-579e-7f0c1fbabc1b
UN-00761,Buddh methodical,buddh.methodical@iitd.ac.in,IITD,Mandsaur,2024-01-02T12:09:42Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,3a04c4f2-a84c-6488-c6bc-e6b8cf1e9c25
UN-00762,Ram curious,ram.curious@iitb.ac.in,IITB,Unnao,2024-01-01T10:22:33Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,4c260c41-a95c-73cb-dc57-9d104964d19c
UN-00763,Jasvinder curiosity,jasvinder.curiosity@vit.ac.in,VIT,Banda,2024-01-01T08:45:25Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,73e66b68-b5a5-1eeb-56fc-145f654b03b4
UN-00764,Komali Potluri,komali.potluri@iitd.ac.in,IITD,Visakhapatnam,2024-01-01T07:39:32Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,0437aaca-83ab-9573-1e95-8e941716d67d
UN-00765,Ahmed practical,ahmed.practical@iiit-hyd.ac.in,IIIT-HYD,Ramanathapuram,2024-01-01T03:50:52Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,22cc4bd2-6474-a9bd-adf1-d5867f2356e1
UN-00766,Ram practical,ram.practical@bits-pilani.ac.in,BITS-PILANI,Agra,2024-01-02T09:06:19Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,845c49dd-4ba4-4c90-a000-dd8c50225a85
UN-00767,Yagesh practical,yagesh.practical@vit.ac.in,VIT,Koriya,2024-01-02T06:39:28Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,09a0c1a7-e2a7-7769-7e48-3383652112e4
UN-00768,Borge Patwa,borge.patwa@iiit-hyd.ac.in,IIIT-HYD,Nashik,2024-01-01T10:35:22Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,2a531941-4f50-3ada-a205-787d135ae361
UN-00769,Sarvesh routine‑driven,sarvesh.routinedriven@iitb.ac.in,IITB,Kanpur Nagar,2024-01-02T08:13:39Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,25ba6adb-bf6b-9f3f-0620-6587828da8ea
UN-00770,Lekshmi Manoj,lekshmi.manoj@vit.ac.in,VIT,Alappuzha,2024-01-02T14:05:11Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,2408f538-8a8b-eacd-1c6a-05bfdd4a81da
UN-00771,Arjun nature,arjun.nature@srm.ac.in,SRM,Muzaffarpur,2024-01-02T11:27:25Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,2911b6fa-e8fa-2055-0aa7-e83d3991e583
UN-00772,Madhukar Prasad,madhukar.prasad@bits-pilani.ac.in,BITS-PILANI,Shahdol,2024-01-01T03:50:51Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,d72ab7e4-985f-4670-714d-8f284cf2cf07
UN-00773,Brajesh pragmatic,brajesh.pragmatic@iitb.ac.in,IITB,Jaunpur,2024-01-01T03:43:17Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,43d54412-77e4-15d4-fad2-9c9701ba1465
UN-00774,Hanmayya Shankarayya,hanmayya.shankarayya@iitd.ac.in,IITD,Khammam,2024-01-02T02:57:07Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,bd454fce-8cb2-fc42-35bf-283dda8658a6
UN-00775,Ram techniques,ram.techniques@bits-pilani.ac.in,BITS-PILANI,Satna,2024-01-01T07:03:58Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,b3bd7daa-8952-02c5-e55c-a10d3c3b003c
UN-00776,Anjali User,anjali.user@manipal.ac.in,MANIPAL,Karimnagar,2024-01-01T05:20:53Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,c4f4cd84-1fbc-4a67-83d4-61a4031ea665
UN-00777,Lakshman Mahe,lakshman.mahe@iiit-hyd.ac.in,IIIT-HYD,Moga,2024-01-02T07:00:01Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,184a7e89-9caa-eccb-cea7-1c491fbf1a4e
UN-00778,Pooja Devi,pooja.devi@iiit-hyd.ac.in,IIIT-HYD,Sant Ravidas Nagar,2024-01-01T05:06:05Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,42820867-3f59-35b4-066c-2dc4655fec37
UN-00779,Balmani Roto,balmani.roto@nit-trichy.ac.in,NIT-TRICHY,Adilabad,2024-01-01T07:06:38Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,f0a6de1f-cc57-5988-dd74-7dc50f420daf
UN-00780,Neha hospitality,neha.hospitality@bits-pilani.ac.in,BITS-PILANI,Samastipur,2024-01-01T12:44:32Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,45bea187-e687-49e5-f07e-3df5331dec08
UN-00781,Pratap splurges.,pratap.splurges@dtu.ac.in,DTU,Ganganagar,2024-01-01T06:21:22Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,339cdc1b-9185-b5c2-11e4-cca7cd1a61e8
UN-00782,Shyam chatty,shyam.chatty@vit.ac.in,VIT,Bhind,2024-01-01T05:55:15Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,070a7bd3-cec2-98c1-7350-c68f9bc802db
UN-00783,Radhamani Pradhan,radhamani.pradhan@manipal.ac.in,MANIPAL,Ganjam,2024-01-01T08:04:57Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,5d97a4b2-6d3f-9e03-2473-e9f4894fe1d0
UN-00784,Kisan meticulous,kisan.meticulous@iitb.ac.in,IITB,Pune,2024-01-01T05:17:32Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,ef04c8f5-2d04-c1ca-94fd-00af6dba6f7d
UN-00785,Bulbul Devi,bulbul.devi@vit.ac.in,VIT,Bastar,2024-01-01T06:08:50Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,ba9473ed-3312-d433-a4c9-5d01e9a262ab
UN-00786,Kamla diligent,kamla.diligent@iitd.ac.in,IITD,Karauli,2024-01-02T04:03:38Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,fb897ad9-d885-d086-1be6-ba162321cdfd
UN-00787,Tigale curious,tigale.curious@nit-trichy.ac.in,NIT-TRICHY,Mumbai Suburban,2024-01-01T09:57:38Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,bc74a6b2-9a71-e031-5c11-a82c3c1d900f
UN-00788,Shabnam Khatun,shabnam.khatun@iitb.ac.in,IITB,Bhojpur,2024-01-02T15:19:02Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,39bae705-489d-a739-7ecd-ba85523e18c8
UN-00789,Prabha Selvi,prabha.selvi@bits-pilani.ac.in,BITS-PILANI,Tiruchirappalli,2024-01-01T14:43:18Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,0f9ed2fc-72f2-923c-cd9c-06c367222bf5
UN-00790,Bhagavan Kalo,bhagavan.kalo@manipal.ac.in,MANIPAL,Kalahandi,2024-01-02T06:45:19Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,d41984a6-0a9b-c9d2-3107-ef50b7abe6a6
UN-00791,At 28,at.28@iiit-hyd.ac.in,IIIT-HYD,Uttar Dinajpur,2024-01-02T04:45:38Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a6ec6828-8a9f-cd7a-bfda-98340a0d97f9
UN-00792,Maghar practicality,maghar.practicality@bits-pilani.ac.in,BITS-PILANI,Amritsar,2024-01-01T02:13:12Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,6ff9919b-a392-0e9b-7270-876a8108f599
UN-00793,Khushird qawwalis,khushird.qawwalis@vit.ac.in,VIT,Varanasi,2024-01-01T06:01:06Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a381cb30-5886-56f5-18c0-e6496b52c5ee
UN-00794,Balveer debates,balveer.debates@srm.ac.in,SRM,Lucknow,2024-01-01T07:19:23Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a0eaf33d-4992-4ef6-52de-e26f8caf6bf3
UN-00795,Susheela God,susheela.god@srm.ac.in,SRM,Deoria,2024-01-02T12:06:09Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,79ac5775-c6f1-c263-eca3-a2caad9838af
UN-00796,Kaganuth Mahanthi,kaganuth.mahanthi@iiit-hyd.ac.in,IIIT-HYD,Koraput,2024-01-01T08:16:42Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,6e817d42-9335-4cb9-c3b6-7c4938c11a0f
UN-00797,Kanti Mushtari,kanti.mushtari@srm.ac.in,SRM,Balaghat,2024-01-02T06:24:52Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a339d492-bac7-0e9c-0d15-3b813f8470e9
UN-00798,Ayasha diligent,ayasha.diligent@iitb.ac.in,IITB,Khammam,2024-01-01T02:27:01Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,66f9a224-e269-8f66-088b-ab8b351f4375
UN-00799,Akicha Begum,akicha.begum@vit.ac.in,VIT,Nadia,2024-01-02T12:47:33Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,a588a456-1554-45ca-b745-bc1edb0a7e40
UN-00800,Mintu Kuntu,mintu.kuntu@nit-trichy.ac.in,NIT-TRICHY,Birbhum,2024-01-01T08:44:12Z,WC-2024-W01,unstop,weekly-challenge-jan-w1,9265b51c-28c7-f962-1b99-c48e1870d2ca
